D7,abs,,,,,,,,,,,,,
E7,abs,,,,,,,,,,,,,
F7,abs,,,,,,,,,,,,,
G7,abs,,,,,,,,,,,,,
H7,abs,,,,,,,,,,,,,
A8,abs,,,,,,,,,,,,,
B8,abs,,,,,,,,,,,,,
C8,abs,,,,,,,,,,,,,
D8,abs,,,,,,,,,,,,,
E8,abs,,,,,,,,,,,,,
F8,abs,,,,,,,,,,,,,
G8,abs,,,,,,,,,,,,,
H8,abs,,,,,,,,,,,,,
A9,abs,,,,,,,,,,,,,
B9,abs,,,,,,,,,,,,,
C9,abs,,,,,,,,,,,,,
D9,abs,,,,,,,,,,,,,
E9,abs,,,,,,,,,,,,,
F9,abs,,,,,,,,,,,,,
G9,abs,,,,,,,,,,,,,
H9,abs,,,,,,,,,,,,,
A10,abs,,,,,,,,,,,,,
B10,abs,,,,,,,,,,,,,
C10,abs,,,,,,,,,,,,,
D10,abs,,,,,,,,,,,,,
E10,abs,,,,,,,,,,,,,
F10,abs,,,,,,,,,,,,,
G10,abs,,,,,,,,,,,,,
H10,abs,,,,,,,,,,,,,
A11,abs,,,,,,,,,,,,,
B11,abs,,,,,,,,,,,,,
C11,abs,,,,,,,,,,,,,
D11,abs,,,,,,,,,,,,,
E11,abs,,,,,,,,,,,,,
F11,abs,,,,,,,,,,,,,
G11,abs,,,,,,,,,,,,,
H11,abs,,,,,,,,,,,,,
A12,abs,,,,,,,,,,,,,
B12,abs,,,,,,,,,,,,,
C12,abs,,,,,,,,,,,,,
D12,abs,,,,,,,,,,,,,
E12,abs,,,,,,,,,,,,,
F12,abs,,,,,,,,,,,,,
G12,abs,,,,,,,,,,,,,
H12,abs,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well,630,,,,,,,,,,,,,
A1,0.03,,,,,,,,,,,,,
B1,0.142,,,,,,,,,,,,,
C1,0.255,,,,,,,,,,,,,
D1,0.12,,,,,,,,,,,,,
E1,0.148,,,,,,,,,,,,,
F1,0.077,,,,,,,,,,,,,
G1,0.082,,,,,,,,,,,,,
H1,0.039,,,,,,,,,,,,,
A2,0.029,,,,,,,,,,,,,
B2,0.121,,,,,,,,,,,,,
C2,0.15,,,,,,,,,,,,,
D2,0.121,,,,,,,,,,,,,
E2,0.191,,,,,,,,,,,,,
F2,0.112,,,,,,,,,,,,,
G2,0.127,,,,,,,,,,,,,
H2,0.06,,,,,,,,,,,,,
A3,0.035,,,,,,,,,,,,,
B3,0.077,,,,,,,,,,,,,
C3,0.099,,,,,,,,,,,,,
D3,0.064,,,,,,,,,,,,,
E3,0.063,,,,,,,,,,,,,
F3,0.114,,,,,,,,,,,,,
G3,0.138,,,,,,,,,,,,,
H3,0.048,,,,,,,,,,,,,
A4,0.033,,,,,,,,,,,,,
B4,0.203,,,,,,,,,,,,,
C4,0.256,,,,,,,,,,,,,
D4,0.093,,,,,,,,,,,,,
E4,0.092,,,,,,,,,,,,,
F4,0.04,,,,,,,,,,,,,
G4,0.063,,,,,,,,,,,,,
H4,0.047,,,,,,,,,,,,,
A5,0.034,,,,,,,,,,,,,
B5,0.106,,,,,,,,,,,,,
C5,0.15,,,,,,,,,,,,,
D5,0.092,,,,,,,,,,,,,
E5,0.096,,,,,,,,,,,,,
F5,0.042,,,,,,,,,,,,,
G5,0.044,,,,,,,,,,,,,
H5,0.054,,,,,,,,,,,,,
A6,0.032,,,,,,,,,,,,,
B6,0.1,,,,,,,,,,,,,
C6,0.113,,,,,,,,,,,,,
D6,0.096,,,,,,,,,,,,,
E6,0.115,,,,,,,,,,,,,
F6,0.042,,,,,,,,,,,,,
G6,0.041,,,,,,,,,,,,,
H6,0.05,,,,,,,,,,,,,
A7,0.031,,,,,,,,,,,,,
B7,0.177,,,,,,,,,,,,,
C7,0.198,,,,,,,,,,,,,
D7,0.09,,,,,,,,,,,,,
E7,0.114,,,,,,,,,,,,,
F7,0.046,,,,,,,,,,,,,
G7,0.03,,,,,,,,,,,,,
H7,0.044,,,,,,,,,,,,,
A8,0.035,,,,,,,,,,,,,
B8,0.156,,,,,,,,,,,,,
C8,0.164,,,,,,,,,,,,,
D8,0.113,,,,,,,,,,,,,
E8,0.119,,,,,,,,,,,,,
F8,0.037,,,,,,,,,,,,,
G8,0.033,,,,,,,,,,,,,
H8,0.045,,,,,,,,,,,,,
A9,0.034,,,,,,,,,,,,,
B9,0.134,,,,,,,,,,,,,
C9,0.13,,,,,,,,,,,,,
D9,0.134,,,,,,,,,,,,,
E9,0.157,,,,,,,,,,,,,
F9,0.042,,,,,,,,,,,,,
G9,0.034,,,,,,,,,,,,,
H9,0.041,,,,,,,,,,,,,
A10,0.034,,,,,,,,,,,,,
B10,0.143,,,,,,,,,,,,,
C10,0.153,,,,,,,,,,,,,
D10,0.103,,,,,,,,,,,,,
E10,0.108,,,,,,,,,,,,,
F10,0.036,,,,,,,,,,,,,
G10,0.033,,,,,,,,,,,,,
H10,0.042,,,,,,,,,,,,,
A11,0.034,,,,,,,,,,,,,
B11,0.102,,,,,,,,,,,,,
C11,0.115,,,,,,,,,,,,,
D11,0.102,,,,,,,,,,,,,
E11,0.092,,,,,,,,,,,,,
F11,0.032,,,,,,,,,,,,,
G11,0.033,,,,,,,,,,,,,
H11,0.036,,,,,,,,,,,,,
A12,0.042,,,,,,,,,,,,,
B12,0.117,,,,,,,,,,,,,
C12,0.136,,,,,,,,,,,,,
D12,0.091,,,,,,,,,,,,,
E12,0.092,,,,,,,,,,,,,
F12,0.037,,,,,,,,,,,,,
G12,0.041,,,,,,,,,,,,,
H12,0.044,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well,630,,,,,,,,,,,,,
A1,0.03,,,,,,,,,,,,,
B1,0.142,,,,,,,,,,,,,
C1,0.255,,,,,,,,,,,,,
D1,0.12,,,,,,,,,,,,,
E1,0.148,,,,,,,,,,,,,
F1,0.077,,,,,,,,,,,,,
G1,0.082,,,,,,,,,,,,,
H1,0.039,,,,,,,,,,,,,
A2,0.029,,,,,,,,,,,,,
B2,0.121,,,,,,,,,,,,,
C2,0.15,,,,,,,,,,,,,
D2,0.121,,,,,,,,,,,,,
E2,0.191,,,,,,,,,,,,,
F2,0.112,,,,,,,,,,,,,
G2,0.127,,,,,,,,,,,,,
H2,0.06,,,,,,,,,,,,,
A3,0.035,,,,,,,,,,,,,
B3,0.077,,,,,,,,,,,,,
C3,0.099,,,,,,,,,,,,,
D3,0.064,,,,,,,,,,,,,
E3,0.063,,,,,,,,,,,,,
F3,0.114,,,,,,,,,,,,,
G3,0.138,,,,,,,,,,,,,
H3,0.048,,,,,,,,,,,,,
A4,0.033,,,,,,,,,,,,,
B4,0.203,,,,,,,,,,,,,
C4,0.256,,,,,,,,,,,,,
D4,0.093,,,,,,,,,,,,,
E4,0.092,,,,,,,,,,,,,
F4,0.04,,,,,,,,,,,,,
G4,0.063,,,,,,,,,,,,,
H4,0.047,,,,,,,,,,,,,
A5,0.034,,,,,,,,,,,,,
B5,0.106,,,,,,,,,,,,,
C5,0.15,,,,,,,,,,,,,
D5,0.092,,,,,,,,,,,,,
E5,0.096,,,,,,,,,,,,,
F5,0.042,,,,,,,,,,,,,
G5,0.044,,,,,,,,,,,,,
H5,0.054,,,,,,,,,,,,,
A6,0.032,,,,,,,,,,,,,
B6,0.1,,,,,,,,,,,,,
C6,0.113,,,,,,,,,,,,,
D6,0.096,,,,,,,,,,,,,
E6,0.115,,,,,,,,,,,,,
F6,0.042,,,,,,,,,,,,,
G6,0.041,,,,,,,,,,,,,
H6,0.05,,,,,,,,,,,,,
A7,0.031,,,,,,,,,,,,,
B7,0.177,,,,,,,,,,,,,
C7,0.198,,,,,,,,,,,,,
D7,0.09,,,,,,,,,,,,,
E7,0.114,,,,,,,,,,,,,
F7,0.046,,,,,,,,,,,,,
G7,0.03,,,,,,,,,,,,,
H7,0.044,,,,,,,,,,,,,
A8,0.035,,,,,,,,,,,,,
B8,0.156,,,,,,,,,,,,,
C8,0.164,,,,,,,,,,,,,
D8,0.113,,,,,,,,,,,,,
E8,0.119,,,,,,,,,,,,,
F8,0.037,,,,,,,,,,,,,
G8,0.033,,,,,,,,,,,,,
H8,0.045,,,,,,,,,,,,,
A9,0.034,,,,,,,,,,,,,
B9,0.134,,,,,,,,,,,,,
C9,0.13,,,,,,,,,,,,,
D9,0.134,,,,,,,,,,,,,
E9,0.157,,,,,,,,,,,,,
F9,0.042,,,,,,,,,,,,,
G9,0.034,,,,,,,,,,,,,
H9,0.041,,,,,,,,,,,,,
A10,0.034,,,,,,,,,,,,,
B10,0.143,,,,,,,,,,,,,
C10,0.153,,,,,,,,,,,,,
D10,0.103,,,,,,,,,,,,,
E10,0.108,,,,,,,,,,,,,
F10,0.036,,,,,,,,,,,,,
G10,0.033,,,,,,,,,,,,,
H10,0.042,,,,,,,,,,,,,
A11,0.034,,,,,,,,,,,,,
B11,0.102,,,,,,,,,,,,,
C11,0.115,,,,,,,,,,,,,
D11,0.102,,,,,,,,,,,,,
E11,0.092,,,,,,,,,,,,,
F11,0.032,,,,,,,,,,,,,
G11,0.033,,,,,,,,,,,,,
H11,0.036,,,,,,,,,,,,,
A12,0.042,,,,,,,,,,,,,
B12,0.117,,,,,,,,,,,,,
C12,0.136,,,,,,,,,,,,,
D12,0.091,,,,,,,,,,,,,
E12,0.092,,,,,,,,,,,,,
F12,0.037,,,,,,,,,,,,,
G12,0.041,,,,,,,,,,,,,
H12,0.044,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well,630,,,,,,,,,,,,,
A1,0.03,,,,,,,,,,,,,
B1,0.142,,,,,,,,,,,,,
C1,0.255,,,,,,,,,,,,,
D1,0.12,,,,,,,,,,,,,
E1,0.148,,,,,,,,,,,,,
F1,0.077,,,,,,,,,,,,,
G1,0.082,,,,,,,,,,,,,
H1,0.039,,,,,,,,,,,,,
A2,0.029,,,,,,,,,,,,,
B2,0.121,,,,,,,,,,,,,
C2,0.15,,,,,,,,,,,,,
D2,0.121,,,,,,,,,,,,,
E2,0.191,,,,,,,,,,,,,
F2,0.112,,,,,,,,,,,,,
G2,0.127,,,,,,,,,,,,,
H2,0.06,,,,,,,,,,,,,
A3,0.035,,,,,,,,,,,,,
B3,0.077,,,,,,,,,,,,,
C3,0.099,,,,,,,,,,,,,
D3,0.064,,,,,,,,,,,,,
E3,0.063,,,,,,,,,,,,,
F3,0.114,,,,,,,,,,,,,
G3,0.138,,,,,,,,,,,,,
H3,0.048,,,,,,,,,,,,,
A4,0.033,,,,,,,,,,,,,
B4,0.203,,,,,,,,,,,,,
C4,0.256,,,,,,,,,,,,,
D4,0.093,,,,,,,,,,,,,
E4,0.092,,,,,,,,,,,,,
F4,0.04,,,,,,,,,,,,,
G4,0.063,,,,,,,,,,,,,
H4,0.047,,,,,,,,,,,,,
A5,0.034,,,,,,,,,,,,,
B5,0.106,,,,,,,,,,,,,
C5,0.15,,,,,,,,,,,,,
D5,0.092,,,,,,,,,,,,,
E5,0.096,,,,,,,,,,,,,
F5,0.042,,,,,,,,,,,,,
G5,0.044,,,,,,,,,,,,,
H5,0.054,,,,,,,,,,,,,
A6,0.032,,,,,,,,,,,,,
B6,0.1,,,,,,,,,,,,,
C6,0.113,,,,,,,,,,,,,
D6,0.096,,,,,,,,,,,,,
E6,0.115,,,,,,,,,,,,,
F6,0.042,,,,,,,,,,,,,
G6,0.041,,,,,,,,,,,,,
H6,0.05,,,,,,,,,,,,,
A7,0.031,,,,,,,,,,,,,
B7,0.177,,,,,,,,,,,,,
C7,0.198,,,,,,,,,,,,,
D7,0.09,,,,,,,,,,,,,
E7,0.114,,,,,,,,,,,,,
F7,0.046,,,,,,,,,,,,,
G7,0.03,,,,,,,,,,,,,
H7,0.044,,,,,,,,,,,,,
A8,0.035,,,,,,,,,,,,,
B8,0.156,,,,,,,,,,,,,
C8,0.164,,,,,,,,,,,,,
D8,0.113,,,,,,,,,,,,,
E8,0.119,,,,,,,,,,,,,
F8,0.037,,,,,,,,,,,,,
G8,0.033,,,,,,,,,,,,,
H8,0.045,,,,,,,,,,,,,
A9,0.034,,,,,,,,,,,,,
B9,0.134,,,,,,,,,,,,,
C9,0.13,,,,,,,,,,,,,
D9,0.134,,,,,,,,,,,,,
E9,0.157,,,,,,,,,,,,,
F9,0.042,,,,,,,,,,,,,
G9,0.034,,,,,,,,,,,,,
H9,0.041,,,,,,,,,,,,,
A10,0.034,,,,,,,,,,,,,
B10,0.143,,,,,,,,,,,,,
C10,0.153,,,,,,,,,,,,,
D10,0.103,,,,,,,,,,,,,
E10,0.108,,,,,,,,,,,,,
F10,0.036,,,,,,,,,,,,,
G10,0.033,,,,,,,,,,,,,
H10,0.042,,,,,,,,,,,,,
A11,0.034,,,,,,,,,,,,,
B11,0.102,,,,,,,,,,,,,
C11,0.115,,,,,,,,,,,,,
D11,0.102,,,,,,,,,,,,,
E11,0.092,,,,,,,,,,,,,
F11,0.032,,,,,,,,,,,,,
G11,0.033,,,,,,,,,,,,,
H11,0.036,,,,,,,,,,,,,
A12,0.042,,,,,,,,,,,,,
B12,0.117,,,,,,,,,,,,,
C12,0.136,,,,,,,,,,,,,
D12,0.091,,,,,,,,,,,,,
E12,0.092,,,,,,,,,,,,,
F12,0.037,,,,,,,,,,,,,
G12,0.041,,,,,,,,,,,,,
H12,0.044,,,,,,,,,,,,,
